Categorie,Nom,Code Postal,Ville,Activite principale,Site Web,Contact
PME,I G S I INFORMATIQUE GESTION SYSTEME D'INFORMATION IGSI,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.igsi.fr,[]
PME,ALIX FORMATION ET DEVELOPPEMENT ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
GE,CAPGEMINI TECHNOLOGY SERVICES ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,www.capgemini.com,[]
GE,CAPGEMINI TECHNOLOGY SERVICES ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.capgemini.com,[]
GE,CAPGEMINI TECHNOLOGY SERVICES ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.capgemini.com,[]
PME,PARISIAM ,69100,VILLEURBANNE,Programmation informatique,www.parisiam.com,"[['contact@be-parisian.fr', 'claudie@\u200boliviergiraud.com.'], ['contact@be-parisian.fr'], ['claudie@\u200boliviergiraud.com.']]"
PME,ILO CONCEPT ,69100,VILLEURBANNE,Programmation informatique,www.ilo-concept.fr,"[['contact@ilo-concept.fr;', 'contact@ilo-concept.fr', 'contactez-nous@ilo-concept.fr.', 'contact@opcconcept.fr.'], ['contact@ilo-concept.fr;'], ['contact@ilo-concept.fr'], ['contactez-nous@ilo-concept.fr.'], ['contact@opcconcept.fr.']]"
PME,MICHEL PONS TECHNOLOGIE ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
PME,SYNCER ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
ETI,GL EVENTS S.I. ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.gl-events.com,"[['sirha@gl-events.com', 'contactvisiteur@gl-events.com']]"
PME,SITEWEBPRO ,69002,LYON 2EME,Programmation informatique,www.sitewebpro.com,[['info@sitewebpro.com']]
PME,IR L ,69100,VILLEURBANNE,Programmation informatique,www.ir-l.com,[['contact@ir-l.com.']]
GE,FIDUCIAL CLOUD ,69009,LYON 9EME,"Traitement de données, hébergement et activités connexes",www.fiducialcloud.fr,[['contact@\u200bfiducialcloud.fr']]
PME,VEODIM ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.veodim.fr,[]
PME,PNS CONCEPT ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.pnsconcept.fr,[['info\u200b@pnsconcept.fr.']]
PME,EASYTEAM ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
PME,EDINFO ,69005,LYON 5EME,Conseil en systèmes et logiciels informatiques,www.edinfo.fr,"[['contact@edinfo.fr.', 'contact@edinfo.fr', 'contact[@]edinfo.fr.Services'], ['contact@edinfo.fr.'], ['contact@edinfo.fr'], ['contact[@]edinfo.fr.']]"
PME,DREAM TIC ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,,[]
GE,ALLEGORIA ,69009,LYON 9EME,Programmation informatique,,[]
PME,HYSTIA ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,ARAXXE ,69006,LYON 6EME,"Traitement de données, hébergement et activités connexes",www.araxxe.com,[['adrien.pernet@araxxe.com']]
PME,KUIDJEU ,69001,LYON 1ER,Conseil en systèmes et logiciels informatiques,,[]
PME,ANTEIKA SARL ,69001,LYON 1ER,Programmation informatique,,[]
PME,SMACK DOWN PRODUCTIONS ,69100,VILLEURBANNE,Programmation informatique,,[]
PME,ELAO ,69006,LYON 6EME,Programmation informatique,www.elao.com,"[['contact@elao.com', 'contact@lyon-entreprises.com'], ['contact@elao.com'], ['contact@lyon-entreprises.com']]"
PME,ZOL ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,www.zol.fr,"[['bonjour@zol.fr', 'kevin@zol.fr.ZOL'], ['bonjour@zol.fr'], ['kevin@zol.fr.']]"
PME,WAYS CONSULTING & INTEGRATION ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,LES NETWORKEURS ,69004,LYON 4EME,Programmation informatique,www.lesnetworkeurs.com,"[['jmjolivet@lesnetworkeurs.com.', 'jmjolivet@lesnetworkeurs.com'], ['jmjolivet@lesnetworkeurs.com.'], ['jmjolivet@lesnetworkeurs.com']]"
PME,T4E . FR ,69003,LYON 3EME,"Traitement de données, hébergement et activités connexes",,[]
PME,NOVAXIOM CONCEPT ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.novaxiom.fr,"[['contact@novaxiom.fr', 'Contact@\u200bnovaxiom.fr.Recherches', 'Contact@novaxiom.fr', 'Contact@novaxiom.fr,'], ['contact@novaxiom.fr'], ['Contact@\u200bnovaxiom.fr.'], ['Contact@novaxiom.fr', 'Contact@novaxiom.fr,'], ['Contact@novaxiom.fr'], ['Contact@novaxiom.fr,']]"
PME,VIGILENS ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,www.vigilens.fr,"[['contact@vigilens.fr.', 'Accueilwww.vigilens.frcontact@vigilens.fr', 'contactcontact@vigilens.fr.', 'qui-sommes-nouscontact@vigilens.fr', 'servicescontact@vigilens.fr', 'entreprisecontact@vigilens.fr', 'vigilens-edition-jde...contact@vigilens.fr', 'formationcontact@vigilens.fr', 'contact@vigilens.fr', 'vigilens-toolboxcontact@vigilens.fr'], ['contact@vigilens.fr.'], ['Accueilwww.vigilens.frcontact@vigilens.fr'], ['contact@vigilens.fr'], ['contactcontact@vigilens.fr.'], ['qui-sommes-nouscontact@vigilens.fr'], ['servicescontact@vigilens.fr'], ['entreprisecontact@vigilens.fr'], ['vigilens-edition-jde...contact@vigilens.fr'], ['formationcontact@vigilens.fr'], ['vigilens-toolboxcontact@vigilens.fr']]"
PME,COGITOP ,69009,LYON 9EME,Programmation informatique,www.cogitop.fr,"[['hl@actibase.fr.', 'contact@cogitostrategy.fr', 'contact@cogitographix.fr.', '[@]cogito-ensemble.fr.'], ['hl@actibase.fr.'], ['contact@cogitostrategy.fr'], ['contact@cogitographix.fr.'], ['[@]cogito-ensemble.fr.']]"
PME,AXXONE SYSTEM ,69100,VILLEURBANNE,Programmation informatique,www.axxone.fr,[]
PME,EVOLUTION COMPET PROGICIELS FORMATIONS ECPF,69003,LYON 3EME,Programmation informatique,,[]
PME,AITI ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
PME,DASTEPER ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,A I D E MULTIMEDIA ,69006,LYON 6EME,Gestion d installations informatiques,www.aidemultimedia.com,"[['contact@aidemultimedia.com.', 'contact@aidemultimedia.com', 'contact@aidemultimedia.\u200bcom.', 'aboutcontact@aidemultimedia.com', 'contact@aidemultimedia.com;'], ['contact@aidemultimedia.com.'], ['contact@aidemultimedia.com'], ['contact@aidemultimedia.\u200bcom.'], ['aboutcontact@aidemultimedia.com'], ['contact@aidemultimedia.com;']]"
PME,IDELLYS ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.idellys.com,[['contact@idellys.com.']]
PME,IP LOG ,69008,LYON 8EME,Conseil en systèmes et logiciels informatiques,,[]
PME,VIVIENNE INVESTISSEMENT ,69002,LYON 2EME,Programmation informatique,www.vivienne-investissement.com,"[['contact@vivienne-im.com.', 'lterbeche@vivienne-im.com\u200b', 'contact@vivienne-im.com).'], ['contact@vivienne-im.com.'], ['lterbeche@vivienne-im.com\u200b'], ['contact@vivienne-im.com).']]"
ETI,NEO SOFT SERVICES ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.neo-soft.fr,"[['contact.site@neo-soft.fr.Filiales'], ['contact.site@neo-soft.fr.']]"
PME,SOOGEST I.T. CONSULTING ,69005,LYON 5EME,Tierce maintenance de systèmes et d applications informatiques,www.soogest.fr,[['contact@lyon-\u200bentreprises.com']]
PME,SOCIETE PROFESSIONNELLE INFORMATIQUE SPI,69003,LYON 3EME,Programmation informatique,www.societe.com,[]
PME,SOLIRE ,69001,LYON 1ER,Programmation informatique,www.solire.fr,"[['contact@solire.fr', 'contact@solire.fr\u200b.Aura'], ['contact@solire.fr'], ['contact@solire.fr\u200b.']]"
PME,ATMA TAO ,69004,LYON 4EME,Portails Internet,www.atma-holistic.com,[]
PME,ABAS PGI FRANCE ABAS-TI,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,,[]
PME,INFOLOGIC - ENGINEERING ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.infologic-copilote.fr,[]
PME,WEB TECHNOLOGIES & SERVICES WT&S,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,,[]
PME,PEAKS ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.peaks.fr,"[['serviceclient@etpsport.fr', 'info@peaks.fr'], ['serviceclient@etpsport.fr'], ['info@peaks.fr']]"
PME,BF SERVICES ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.bf-solutions.fr,[['bfreseaux@bfreseaux.fr']]
PME,MOVE SOLUTIONS MOVESOL,69003,LYON 3EME,Programmation informatique,,[]
PME,MOVE SOLUTIONS MOVESOL,69002,LYON 2EME,Programmation informatique,,[]
ETI,SCALIAN DS ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.scalian.com,[['communication@scalian.com.']]
PME,KUNLUN ,69006,LYON 6EME,"Traitement de données, hébergement et activités connexes",,[]
PME,JOBETUDIANT ,69001,LYON 1ER,Programmation informatique,,[]
PME,AGYLIS ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.agylis.com,[['contact@test.com']]
PME,TRANSPACITY ,69004,LYON 4EME,"Traitement de données, hébergement et activités connexes",www.transpacity.com,[['emeline@transparency-ty.com.']]
PME,ASOLUTION ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.asolution.fr,"[['contact@cianeo.fr', 'mailto:contact@asolution.fr', 'contact@cianeo.fr-', 'contact@solution-box.fr', 'contact@asolution.fr.', 'contact@n2m-solution.fr'], ['contact@cianeo.fr'], ['mailto:contact@asolution.fr'], ['contact@cianeo.fr-'], ['contact@solution-box.fr'], ['contact@asolution.fr.'], ['contact@n2m-solution.fr']]"
PME,HAUSSMANN INNOVATION ,69008,LYON 8EME,Conseil en systèmes et logiciels informatiques,www.haussmann-patrimoine.fr,[[]]
ETI,TRSB RHONE-ALPES ,69003,LYON 3EME,Gestion d installations informatiques,www.trsb.net,"[['accueil.hoche@trsb.net', 'dpo@trsb.net.TRSb'], ['accueil.hoche@trsb.net'], ['dpo@trsb.net.']]"
PME,ITIS COMMERCE ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.itis-commerce.com,"[['contact@itis-commerce.com', 'contact@prestashop.com.'], ['contact@itis-commerce.com'], ['contact@prestashop.com.']]"
PME,BNM ,69006,LYON 6EME,Programmation informatique,,[]
